time,open,high,low,close,volume,rsi,macd,macd_sig,mh,sk,sd,e9,e21,e50,tp_p,date_utc,vwap
2026-04-11 19:35:00,73199.99,73208.2,73145.53,73163.86,7.28677,63.710193368179084,80.58009135779866,73.44438195621748,7.135709401581181,39.205844029506274,35.44314664134185,73108.40994546167,73032.33267358574,72935.7430922999,73172.52999999998,2026-04-11,72895.79563437705
2026-04-11 19:40:00,73163.87,73200.0,73157.19,73190.6,2.61352,65.29070541503788,82.8043078671617,75.31636713840632,7.487940728755376,44.28795553726017,42.02137564704228,73124.84795636934,73046.72061235066,72945.73748083717,73182.59666666666,2026-04-11,72896.31957350299
2026-04-11 19:45:00,73190.6,73215.66,73118.59,73134.23,5.33479,59.41597798291744,79.10653666661528,76.07440104404812,3.032135622567168,29.058703184348616,37.5175009170384,73126.72436509548,73054.67601122787,72953.12934433375,73156.15999999999,2026-04-11,72897.28491699432
2026-04-11 19:50:00,73134.23,73158.42,73109.81,73109.81,2.68947,57.02231230158284,73.35988929675659,75.53149869458981,-2.1716093978332225,17.467652206901494,30.271436976170133,73123.34149207638,73059.68819202534,72959.27368377164,73126.01333333332,2026-04-11,72897.71251138885
2026-04-11 19:55:00,73109.81,73132.31,73098.66,73132.31,2.01847,58.67428242434409,69.81639190674468,74.38847733702079,-4.572085430276104,8.557608772465121,18.361321387905118,73125.1351936611,73066.29017456848,72966.05942166294,73121.09333333334,2026-04-11,72898.02548264842
2026-04-11 20:00:00,73132.31,73135.86,73074.15,73081.11,3.19785,53.623204881105636,62.16018863073259,71.94281959576315,-9.782630965030563,5.220348573977654,10.41520318444813,73116.33015492889,73067.63743142589,72970.5712090487,73097.04,2026-04-11,72898.46625686796
2026-04-11 20:05:00,73081.11,73132.08,73078.88,73132.07,2.2793,57.54106963286516,59.518545737781096,69.45796482416674,-9.93941908638564,14.583789730884284,9.453915692442393,73119.47812394312,73073.4949376599,72976.90449496837,73114.34333333334,2026-04-11,72898.80650544395
2026-04-11 20:10:00,73132.07,73151.54,73095.01,73151.54,2.81099,58.967332809407374,58.32377087022178,67.23112603337775,-8.90735516315597,22.135558256957637,13.979898853939899,73125.8904991545,73080.58994332717,72983.7529461461,73132.69666666666,2026-04-11,72899.26025498331
2026-04-11 20:15:00,73151.54,73216.35,73151.54,73216.35,4.98871,63.3773577754845,61.89306382731593,66.16351359216539,-4.2704497648494595,45.447347317815165,27.388898435219073,73143.9823993236,73092.93176666106,72992.87439923841,73194.74666666667,2026-04-11,72900.27411505874
2026-04-11 20:20:00,73216.36,73290.51,73216.36,73227.79,11.31114,64.11059787932732,64.89677695521095,65.9101662647745,-1.01338930956355,61.14809123368377,42.910332269485565,73160.7439194589,73105.19160605551,73002.08677573886,73244.88666666666,2026-04-11,72902.93437542712
